,loss,accuracy,val_loss,val_accuracy
0,0.501835823059082,0.7782497406005859,0.3701728582382202,0.8299319744110107
1,0.19696463644504547,0.9303313493728638,0.23374152183532715,0.8928571343421936
2,0.18359851837158203,0.9286320805549622,0.23204050958156586,0.9030612111091614
3,0.12537024915218353,0.9545454382896423,0.167526975274086,0.9370748400688171
4,0.11126108467578888,0.960492730140686,0.2023693323135376,0.9353741407394409
5,0.13444651663303375,0.9435003995895386,0.1809019148349762,0.9217686653137207
6,0.06595353037118912,0.9770603179931641,0.16629503667354584,0.942176878452301
7,0.07405100762844086,0.9749362468719482,0.4106326997280121,0.8435373902320862
8,0.06403088569641113,0.9774851202964783,0.18295614421367645,0.9404761791229248
9,0.052712179720401764,0.9804587364196777,0.13671256601810455,0.9506802558898926
10,0.025437697768211365,0.9936278462409973,0.1703779548406601,0.9591836333274841
11,0.02226218767464161,0.9919285774230957,0.15505637228488922,0.9506802558898926
12,0.03533342480659485,0.988105297088623,0.1426456868648529,0.9489795565605164
13,0.025354471057653427,0.9902293682098389,0.17959831655025482,0.9438775181770325
14,0.012236662209033966,0.9953270554542542,0.18126609921455383,0.9489795565605164
15,0.01688404567539692,0.9949022531509399,0.16827549040317535,0.9489795565605164
16,0.008785635232925415,0.9983007311820984,0.1884460747241974,0.9540815949440002
17,0.015267095528542995,0.9940526485443115,0.31292831897735596,0.918367326259613
18,0.017065908759832382,0.9944774508476257,0.18148253858089447,0.9489795565605164
19,0.004156594630330801,0.9999999403953552,0.15470533072948456,0.9523809552192688
20,0.0024563607294112444,0.9999999403953552,0.1683579683303833,0.9523809552192688
21,0.001887779450044036,0.9999999403953552,0.17220163345336914,0.9523809552192688
22,0.0021076223347336054,0.9999999403953552,0.17403313517570496,0.9574829936027527
23,0.0017096827505156398,0.9999999403953552,0.18886497616767883,0.9608843326568604
24,0.0010595355415716767,0.9999999403953552,0.19914792478084564,0.9557822942733765
25,0.002954297699034214,0.9991503357887268,0.24005126953125,0.942176878452301
26,0.0013265010202303529,0.9999999403953552,0.20652221143245697,0.9608843326568604
27,0.002579747000709176,0.9999999403953552,0.1894601434469223,0.9489795565605164
28,0.001088885823264718,0.9999999403953552,0.1971740871667862,0.9472789168357849
29,0.0014877967769280076,0.9999999403953552,0.4798237085342407,0.9132652878761292
30,0.0015476631233468652,0.9999999403953552,0.21678896248340607,0.9574829936027527
31,0.002160613425076008,0.9991503357887268,0.37520748376846313,0.9200680255889893
32,0.10507615655660629,0.9638912081718445,0.2126612365245819,0.9523809552192688
33,0.03162465989589691,0.9872556924819946,0.2717638611793518,0.930272102355957
34,0.022436849772930145,0.9919285774230957,0.37281522154808044,0.918367326259613
35,0.01603681594133377,0.9927782416343689,0.16809651255607605,0.9591836333274841
36,0.0076943631283938885,0.9966015219688416,0.18598727881908417,0.9557822942733765
37,0.0024291393347084522,0.9999999403953552,0.24553705751895905,0.9523809552192688
38,0.0019028953975066543,0.9999999403953552,0.20839400589466095,0.9557822942733765
39,0.0026201626751571894,0.9999999403953552,0.1920737475156784,0.9523809552192688
40,0.0010844548232853413,0.9999999403953552,0.20796331763267517,0.9557822942733765
41,0.0011532435892149806,0.9999999403953552,0.19874654710292816,0.9506802558898926
42,0.0006015744293108582,0.9999999403953552,0.20915524661540985,0.9489795565605164
43,0.00033406546572223306,0.9999999403953552,0.21311888098716736,0.9506802558898926
44,0.00029110824107192457,0.9999999403953552,0.21946972608566284,0.9489795565605164
45,0.00027196016162633896,0.9999999403953552,0.22252504527568817,0.9523809552192688
46,0.00025748659390956163,0.9999999403953552,0.2248031198978424,0.9489795565605164
47,0.0001937421620823443,0.9999999403953552,0.22863315045833588,0.9523809552192688
48,0.00015880812134128064,0.9999999403953552,0.23549887537956238,0.9523809552192688
49,0.00014519866090267897,0.9999999403953552,0.24341772496700287,0.9523809552192688
